"","text"
"615","european – state outlook green front eea"
"616","respect da gennaio addio ai sacchetti di plastica"
"617","global tempertures anomaly"
"618","hot press latest heal newsletter ready waiting"
"619","disconnect scientific community know cancer patients told huge"
"620","wwfus nasa reports november warmest record"
"621","international guidelines set chemical pollutants indoorair"
"622","ordering online cool packaging option nicer"
"623","toxic bisphenol found us shopping receipts dollar bills"
"624","meet google earth steroids video"
"625","average monthly arcric sea ice extent november"
"626","sea ice extent arctic nov"
"627","november arctic sea ice extent"
"628","cancúnogram per capita emissions"
